Id,Title
12836440,Best practices for handling non decimal variables. [ACM KDD 2009 CUP]
12861254,A heuristic function for 3 Water Jug
12764727,Speech to Text C# Train For Better Translation
12862313,Better way to implement a Machine Learning algorithm in Python
12877560,PACMAN: a short path for eating all the dots
12723856,How to adaptively add and use face images collected while authentication to improve performance of face authentication?
12940994,Creating an AI for BlackJack
12820077,How O(V+E) is equal to O(b^d) In BFS
12852506,Latent Dirichlet Allocation where number of topics is unknown
12953470,Algorithm for selecting n vectors out of a set while minimizing cost
12873879,"Can ""Monte-Carlo Tree Search"" be applied on a ""two player game with imperfect information"" like Stratego?"
12817137,"How to extract the layers from an image (jpg,png,etc)"
12755893,"How to obtain the path in the ""uniform-cost search"" algorithm?"
12874745,How to make career guidance system intelligent
12878089,How to propagate/fire recurrent neural networks(RNN)?
12921798,What is the purpose of bit fail in FANN?
12775899,"No. of hidden layers, units in hidden layers and epochs till Neural Network starts behaving acceptable on Training data"
12864004,Tracing and Returning a Path in Depth First Search
12806452,What's the difference between uniform-cost search and Dijkstra's algorithm?
12928278,lecture slide about AI
18138963,Getting Synonyms from a Thesaurus
18293491,Simple/Single layer perceptron algorithm doesn't work
18300586,"Game AI algorithm, enemy following player"
18069843,"Image registration page border of photo (quasi scan) of book. What algorithms, libraries in python to use for cropping?"
18124149,what input should be given while creating hyperbox for neural network?(Fuzzy Min Max Neural Network classification))
18110215,How do I know that my neural network is being trained correctly
18124891,how to create hyperbox for fuzzy set? and how to calculate hyperbox membership degree?
18117853,tools which can assess human emotions
18310293,extrapolation with recurrent neural network
18058852,Minimax for Connect Four (Unity3D and C#): Problems
18212445,Q-learning in a neural network - Mountain Car
18215377,trouble with recurrent neural network algorithm for structured data classification
18113184,"Genetic Algorithm, large population vs small one"
18293050,how does this page implement the face recognition algorithm?
25297989,What is the purpose of using genetic algorithm in learning an ANN
25488305,How do I find the anomalous sub-population
25270049,Program sorting data into one of two categories based on 'experience'?
25310436,Prolog: Art Theft. Solving a logic puzzle
25408330,Randomize responses from an A.I
25336844,Virtual Testing Environment for Drones
25268555,Retrain Artificial Neural Network for PHP5
25328709,Comparing parts of Arrays against each other?
25359987,Artificial intelligence application development in PHP
25468994,What would be a good heuristic to solving this?
25489130,Problems with with A* algorithm
25264794,A* (A star) algorithm not exactly working
45652597,Cost function always returning zero for a binary classification in tensorflow
45691864,machine learning algorithm that says which train data cause current decision
45702729,Tensorflow API For testing the data
45566412,How to give own dataset to keras image_ocr
45660033,Regressive Goal Oriented Action Planning
45726552,Answer Set Programming - make a FACT invalid
45592118,Error while running tensorflow a second time
45721646,Constructing a Neural Network for Multiple Outputs
45739697,How do I index from another array into a tensor tensorflow
45704050,is there chatbot engine or library support multiple bot creation and intercept
45777524,Designing an Efficient neural network for a Regression data
45728710,AIML pattern with exact count of word
45583425,Keras regression multiple outputs
45586245,Parsing Natural Language
45719409,Suggestions for coding AI algorithm
45743663,Keras module not found on mac
45761655,Neural Network in python only learning for 1 in-/output pair per dataset?
45712307,Text Analysis Tools
45558088,Talking batch AI (that learns) but I have one issue
45621498,Python element-wise sum and consecutive times constraint
45746298,"Prevent Depth First Search Algorithm from getting stuck in an infinite loop ,8 Puzzle"
45622805,How to extract text information from specified places using OCR?
45582182,Possibility of identification of non trained item in Machine Learning
24854709,Is neural net only capable of solving problems with 0..1 input values and 0..1 expected output values?
24914078,Profiling / Categorizing algorithms to add people into interest groups
24969945,Interrogative sentence to declarative sentence
24830100,Different Strategies in a card game in Haskell
24966777,AI code in C++ that updates itself
24816536,Unity3d Can I search gameobject around my character with a certain range?
24847056,Is there any way of predicting local optimums in the search space?
24923586,"In python, how to find common attributes of a user based on their decision matrix"
24794344,2D area search and destroy algorithm
24954563,Learning aggressive driving behavior - Android Application
24789272,MinMax algorithm not working properly
24899019,How feasible is PHP as a Web Based Artificial Intelligence Language?
24856692,Can a program read text and analyze it for follow up questions?
24908893,non-recursive alpha beta pruning algorithm
24837562,Java Tic Tac Toe AI not working
24830075,How do I create Logic based AI for my Java Tic Tac Toe Program?
46617779,Learning method for detecting relevant fields in forms (image format)
46635389,Azure image vision API User-Agent name?
46658727,Handle AI response on Android app
46608664,What happens after backpropagation in the learning phase within Neural Network?
46654462,Prover9 installation error on Windows
46630735,Identify duplicate states in a state space tree
46694699,What is the total number of nodes generated by Depth-First Search
46554459,Intuitively understanding why consistency is required for optimality in A* search?
46542897,Teaching neural network Xor function
46637670,Tensorflow Typeerror: Using a `tf.Tensor` as a Python `bool` is not allowed.
46659525,What if we do not apply activation to the hidden layers and only to the output layer of a feed forward neural network?
46677935,No gradients provided in tensorflow (mean_squared_error)
46608208,Finding the right attributes for maximizing another attribute
46571431,Using NLP or machine learning to extract keywords off a sentence
46550200,How to Define Complex Concepts and Subclass that Inherits Properties of Superclass in Protege Owl
46712194,Unity AI attack Simple FSM Stackoverflow error
46655598,Using conditional tags in AIML
46627461,What is the difference between Stochastic Hill Climbing and First Choice Hill Climbing?
46653701,NVidia DIGITS DetectNet alternatives
46634500,Using <that> with * in AIML
46560552,Emgu.CV DTrees train System.AccessViolationException
46714411,Matlab Elman Neural Network Testing Check From Training Data
46713517,How to use Softmax Activation function within a Neural Network
46621519,Python overwriting array when returned from function
46605534,How to apply min max algorithm to a hex game
46627393,Invalid Argument Error Tensorflow Placeholder
46624423,"How to write a prolog program that takes List1 and List2 as inputs, and the resulting list is the alternating elements of List1 and List2?"
46495760,Method changing parameter value of a string (Python)
46651704,What the prediction says? CNN Keras
46668250,Generate random number of 5 digits in Prolog
46616830,Good Evaluation function for Game Playing Minmax Agent with Alpha Beta Pruning
46606357,Unity navmesh agent
46584964,AI algorithm for multi dimension solution optimization / prediction
25118496,Store and compare android sensor(accelerometer) data sets to match the pattern
25150174,Depth-First Search - How an finite graph can generate an infinite tree
25173651,Can anyone give me an example of where Depth-First Search cannot find a solution on a finite graph
25230298,Solving 8-Puzzle using DFS
25202842,"When implementing simple Pong AI, two paddles are created and flicker"
25125624,Optimizing functions with GAs
25209578,What domain of AI do I need for this?
25051611,Solving planning problems
13197638,The order of features affects the results of a neural network
13152028,Where to place modules related to AI in MVCS
13022384,From where can i find small introduction to all AI algorithms for non techy person
13133016,How to create an evaluation function for a board game(wizwoz) result
13101194,How would this hierarchy for knowledge representation be extended?
13058121,Keywords recognition - Is it possible?
13024141,Face Authentication
13010996,ANFIS library for Java?
13202560,Find related audios via Keywords
13114128,"Find distance to nearest cell in each cardinal direction with value ""#""?"
13053455,8-Puzzle Solution executes infinitely
13237837,Min-Max Evaluation function for a game
13229722,Need a practical solution for creating pattern database(5-5-5) for 15-Puzzle
13028961,How to force approxPolyDP() to return only the best 4 corners? - Opencv 2.4.2
13216357,Is it possible to guide a Markov chain toward certain keywords?
12990912,Understanding the cut-off condition in the alpha-beta pruning algorithm
13238267,How do you implement a program to find the shortest path in a 2d plane?
13010338,Using genetic programming to estimate probability
13180424,What type of AI to use for predicting part compatibility?
13114454,Intuition behind policy iteration on a grid world
13217979,Eight Queens Heuristic
13013764,"Classification of objects from a video ( human, animals, others(cars etc.,) )"
13155323,Detecting quadrilateral shapes from random set of lines segments
13234723,face detection and cropping
13141671,Iterative deepening in common lisp
13148934,"Unbounded increase in Q-Value, consequence of recurrent reward after repeating the same action in Q-Learning"
13022587,How should I start with learning math required for AI
13112036,Improving my Minesweeper solving algorithm
13222206,an easy program to implement by using AI technics
13089336,fann library error in ubuntu: /usr/local/lib/libfann.so.2: undefined symbol: pow
6422509,How to consider as a rule-based web application
6501830,Machine learning data structure best practices for input
6528563,Artificial intelligence operating system
6537738,How can modle search in a matrix with bee algorithm?
6656260,Matching jobs to applicants
6487476,How to understand where robot is in the space by 2 images
6601229,Conversation bot source or API
6616693,ideas regarding artificial intelligence in simple game (for ex : Tic Tac Toe) C++
6635245,"Chatbot Conversation Objects, your approach?"
6481024,To which weight is the correction added in a perceptron?
6517752,"Best way to program an ""Excel-like"" network of influence in Ruby?"
6433580,languages required to do an AI project?
6673942,Android A* path finding looping infinitely?
6691471,Cortical learning implementation (Numenta's HTM theory)
6483592,How to implement AIML in Prolog?
6464110,Getting occupancy bit masks for bitboards
6401872,Solving the Tower of Hanoi by using a good state space and then a search tree
6499880,iOS Gesture recognition utilizing accelerometer (and gyroscope)
6604446,Artifical intelligence that can learn
6485748,Algorithm to understand meaning
6554792,What's the point of the threshold in a perceptron?
6512275,How to fix premature convergence in simple GA (Python)?
6625234,Easy to use Perl modules for neural networks
6589064,"AI algorithm for ""RaceTrack"" game"
6405962,"The Possibility of a ""True"" Quiz Generator"
6611960,Approach to coding a lot of different AI's?
2823481,prolog list manipulating
2777790,Find optimal/good-enough strategy and AI for the game 'Proximity'?
2617435,How do I solve this conditional probabilities problem with MATLAB?
2583194,Prolog: Not executing code as expected
2601519,Water jugs heuristic function for A*
2715083,Using Hidden Markov Model for designing AI mp3 player
2718672,Neural Networks in C# using NeuronDotNet
2582602,Prolog: Finding the Nth Element in a List
2613979,Word characteristics tags
2848167,What is the 'order' of a perceptron
2648819,AI Techniques for Face Detection
2703682,Graph Tour with Uniform Cost Search in Java
2881626,Neural Network problems
2755431,Minimum number of training examples for Find-S/Candidate Elimination algorithms?
2748602,A* (A-star) implementation in AS3
2743752,Static Evaluation Function for Checkers
2878579,Criteria of software program being intelligent
2755415,What's the difference between sound and unsound reasoning?
2824143,"Determining what action an NPC will take, when it is partially random but influenced by preferences?"
2894963,AI opponent car logic in car race game
2771795,Online AI resources?
2652121,Less Mathematical Approaches to Machine Learning?
2608944,Plain-English tutorial on artificial neural networks?
2627833,Genetic Programming Online Learning
2570152,Nominal Attributes in LibSVM
2705888,RDF representation of sentences
2613368,How to segment text images using MATLAB?
2835762,"Is there an algorithm for finding an item that matches certain properties, like a 20 questions game?"
2567483,Calculating Nearest Match to Mean/Stddev Pair With LibSVM
2699646,How to get logical parts of a sentence with java?
2889205,large test data for knapsack problem
2826078,Is it theoretically possible to emulate a human brain on a computer?
2751882,AI navigation around a 2d map - avoiding obstacles
2868272,Automatic music rating based on listening habits
2583977,Finding minimum cut-sets between bounded subgraphs
2853384,How to identify ideas and concepts in a given text
2887541,'Similarity' in Data Mining
2641329,Programming Technique: How to create a simple card game
2753399,Gomoku array-based AI-algorithm?
2744334,Tic-Tac-Toe AI: How to Make the Tree?
2750105,Beginner's resources/introductions to classification algorithms
2686981,Using Artificial Intelligence (AI) to predict Stock Prices
2741040,Video Game Bots?
2674430,How to engineer features for machine learning
2877724,Rush Hour - Solving the game
2717599,Defeating a Poker Bot
25916037,How can I prevent a Hebbian learning algorithm from learning the exact same function for each of the output neurons?
25898073,Unity c#: transform.forward using global forward instead of local
25956119,What if a particle hit the wall in a scenario of a particle filter?
25905435,Why LibSvm accuracy not going above 50%?
25853009,What is the difference between fuzzy logic and statistical probability?
25830017,Reducing the number of output neurons
25836244,AI for MMORTS game
25792798,Recognizing patterns in a number sequence
25973351,sentence boundry detection in noisy or ASR data
25891527,What if Roulette Wheel Selection returns the same parent?
25823391,Suboptimal solution given by A* search
25792577,Is the bias node necessary in very large neural networks?
25829358,How to Find Documents That are in the same Cluster with KMeans
24101674,How can I calculate the Dynamic Time Warping distance of 2D-Points with Python?
24134326,Converting Minimax to Negamax (python)
24196918,Scoring algorithm given attributes and weights
24050077,Basic AI eclipse
24098479,Character Recognizing using Aforge.net Nural network
24187790,Defining a vision cone in unity
24150431,Character segmentation of captcha image
24022786,program a neural network
24229863,Unscrambling words in a sentence using Natural Language Generation
24068914,Programming language structure that can be recombined (for AI)?
24130813,How can I use PyBrain to train a simple linear function?
24158126,Factors to find weight painting formula for Auto-Rigging
24150954,Connect 4 Artificial Intelligence
24070685,Simulated annealing and path finding
24256013,Problems with Alpha Beta for 2048
24396154,Why is the state space the power set of the grid's dimensions? (edX CS 188.1x Artificial Intelligence)
24387243,How to recognize Array pattern with C# Encog
24465540,Update ANN's training set
24337031,Word sense disambiguation for pair of words
24427548,Neural network time series normalization
24412248,Echo state prediction laziness
24339828,Neural Network Outputs Are Not Changing Very Much
24470973,PyBrain RNN prediction failure
24402032,Multiobjective genetic algorithm fitness evaluation Matlab
24356455,Genetic Algorithm CrossOver
24293019,"Can you ""teach"" computers to do algebra using variable expressions (eg aX+bX=(a+b)X)"
24463964,what is convergence in k Means?
24474018,Detect flexible patterns?
24369764,"Is possible to use a Database for storing machine-learning data ? if so, how?"
24345270,AI Pathfinding using 2D polygons instead of waypoints - Is there a recommended algorithm?
11712328,How to programmatically classify a list of objects
11668278,Compare a human face in an image with a list of images in PHP
11734892,SVM - Works/Doesn't work for big range of numbers?
11635586,Apply Planning to Web search
11756998,Good resource to learn about SVM paramaters in LibSVM
11797663,ffnet java export example
11642068,What exactly is a board in the minimax function and how is it implemented?
11650537,iPhone App with Clips Rules Engine
11600196,Writing an AI: screen capture and input
11723202,How to get response from .clp(CLIPS) file?
11748099,Getting fitness in TSP
11782881,How to implement ordered crossover
11709808,linear regression using categories as features
11627773,Calculate the error using a sigmoid function in backpropagation
11807649,Simple example using BernoulliNB (naive bayes classifier) scikit-learn in python - cannot explain classification
11624672,How to proceed with NLP task for recognizing intent and slots
13395943,SVM training performance
13340922,Decision Tree. Strategy for noise
13480729,SVM and Invalid category
13333244,Don't understand Python Method
13430794,AI for the Dice game FARKLE
13316541,Resolution Inference Rule Algorithm
13403282,What value are alpha/beta to begin with in Minimax algorithm?
13401128,Machine learning algos for English sentence conversion
13417675,SpeechRecognizer onResults not firing
13264508,What is the difference between perceptrons and weighted McCulloch-Pitts?
13464731,Chess AI: MinMax on object implementation
13368118,Document classification using naive bayse
13248182,Red Eye detection
13450815,C++ - Define Vector size with class argument
13256866,Trying to calculate the state space of a board with 5 numbers on
13400374,Algorithm for Connect 4 Evaluation of Data Set
13433140,How to use random to select position in 2d array?
13270174,facedetect.cpp to detect eye in a cropped image
13312736,Creating a non-perfect game algorithm
13507556,Can anyone suggest good algorithms for CBIR?
13459710,Hexagonal chess AI in prolog
13455049,Q-Learning in combination with neural-networks (rewarding understanding)
13386554,Does this neural network model exist?
13441788,Artificial intelligence that evolves in Python
13389891,Efficiency in C++
13324144,How to know when to use a particular kind of Similarity index? Euclidean Distance vs. Pearson Correlation
13488699,Neural network output is always 1
47493223,Do variables in Bayesian Networks have to be Boolean?
47420612,How do we know the optimal solution path of A* search to be used for pruning before finishing the search?
47571494,Finding numbers of one document in another document
47499394,AI for image validity prediction
47505962,DialogFlow(API.AI) using slot filling to get queries answered updates response for multiple parameters
47547374,artificially intelligent chatbot to add in my website
47645578,loading clips construct with clipspy
47594224,Predicate Logic A cup is above a book
47499284,"TypeError: Expected float32, got () of type 'complex' instead"
47535008,Fitness Function altenatives in Genetic Algorithms for game AI
47512110,"What do we mean by ""controllable actions"" in a POMDP?"
47493559,"ValueError: non-broadcastable output operand with shape (3,1) doesn't match the broadcast shape (3,4)"
47487111,"python filename, _ = urlretrieve(url + filename, dest_filename, reporthook=download_progress_hook)"
47485587,Predict and evaluate metrics in Keras
47472833,Back propagation for neural network ( Error in shapes )
47511298,Error on Command Prompt while pip install -e. (OpenAI Universe)
47511376,How to Combine text and numerical features in training sets for machine learning?
47531026,Neural network's weights optimization using a genetic algorithm
47495889,Chatbots queries
47645239,Robust way to parse an image of a table
47604017,Deleting pointers in an unorderd map
47539524,Difference between np.random.seed(1) and np.random.seed(0)?
47550885,Why do i get so bad accuracy in mnist digits recognition
47425277,Heuristic function for a board game AI
47441118,Use machine learning to analyze sports bets
12595349,Object pattern training and recognition (Image based)
12426057,Improving parameters by artificial intelligence
12464521,Interpretation of my neural network output
12585359,Confusion in the Wumpus World model?
12664695,Neural Network: calculating errors during backpropagation
12540064,testing for game algorithm speed
12468521,Research on machine vision and game solvers
12629725,Getting started with AI tools in Python
12547074,Alternatives to Restricted Boltzmann Machine for vector data (instead of binary)
12457479,"Streets recognition, deduction of severity"
12677147,per-requisites listed against each of the A.I. field
12683932,Porter Stemmer Algorithm Not returning the expected output? when modified into def
12563449,AI snake boxing itself
12608829,Improve this clojure code: depth-first search algorithm
12605770,Good resources for learning Probabilistic Graphical Models
12577327,Chess engine speed in python
12691217,Can I modify the standard A* (A star)  under consistent heuristic / uniform cost / Dijkstra's search so it doesn't have to update the frontier?
12570728,AI Snake BFS Issue
12558024,How do I handle uncertainty/missing data in an Artifical Neural Network?
12546862,how to detect occurrence of specific word in audio stream.
12525980,Finding similar/related texts algorithms
12598932,How to store visited states in iterative deepening / depth limited search?
12693278,Avoiding Python's Stack
12537146,Theorem proving with A* algorithm
12444927,Confusion in propositional logic algorithm
12569392,Strange behaviour in a function while implementing the alpha-beta pruning algorithm
12523221,Monte Carlo with UCB applied to complex card game
12526792,Manhattan distance in A*
12460818,How does a Resolution algorithm work for propositional logic?
12445443,Which programming paradigm to use?
12666119,Using minimax search for card games with imperfect information
12511701,Classify or keyword match a natural language string or phrase
12547160,How does the DPLL algorithm work?
12436762,Artificiall Intelligence - Vacuum cleaner
12581520,How many possible assignments does a a CNF sentence have?
12445321,Simple Steering Behaviour: Explain This Line
6299114,Artificial Intelligence Uniform-cost search
6150046,Extract algorithm from number distribution
6099869,Ideal algorithmic approach -- Rule-engine / Decision-Tree and some Learning logic?
6334571,Can Predictive modelling be applied to only one problem or multiple problems
6333779,How is a neural network tested after it's trained and saved to a file?
6377922,Querying an IEnumerable for objects with like attributes and within a certain time threshold
6142844,How to find which category belong to an offer with only the title?
6261843,Tool for building intelligent agent?
6305619,minimax: what happens if min plays not optimal
6090674,Missing values for the data to be used in a Neural Network model for prediction
6163576,How can I implement an AI-driven conversation system?
6339268,Tabu search examples
6245321,Voice Recognition
6293130,Where can I get very simple inroduction to all Artificial intelligent techniques with Real world Examples
6091772,Forward chaining and Backward chaining in java
6275827,How to implement the Gaussian mutation operator for a genetic algorithm in Java
6368618,Store orientation to an array - and compare
6337778,Predicate vs Functions in First order logic
23325197,FANN examples give wrong results although training seems successful
23412866,Cloud Server to run Java Code
23491203,Can programming tasks be taken over by artificial intelligence?
23297090,How calculating hessian works for Neural Network learning
23483344,RichTextbox text value won't update
23470229,Why do I must use Sobel Operator?
23272251,NetLogo - How to see the number of patches that contain turtles
23458477,Fringe Search vs A* algorithm in AI
23419354,How to teach a computer to make deduction
23400509,Jump-Point searching in detail
23241108,Genetic algorithm timetabling encoding?
23463828,Tic Tac Toe Random AI
23427849,complex String matching
23302059,AI Seek behavior issue
23443393,Which algorithm or method used for modeling the behavior of vehicles at an intersection
23249449,Artificial Intelligent patterns in an RTS environment
23384632,short term memory and long term memory and its affect on expertise and novices
23353635,Python Neural Network and Stock Prices: What to use for input?
23310354,I want to modify the unbeatable tic tac to work for 5 by 5 block by introducing the depth to limit the search levels. Any suggestions?
23296191,"I have coded the minimax algorithm in Java. However, it gives the wrong best move. Any suggestions?"
23243326,Can Prolog make rules based on the facts available?
22750695,Tree representation of the search process for puzzle
22977748,What is the complexity of the following algorithm which is similar to the nearest neighbour?
22742756,The meaning of node of minimax
22800729,Neural Network-like Data Structure
22742860,Scalar Encoder buckets
22980082,MultiLayer Neural Network giving wrong output
22836488,How to replace pixel value if we use minMaxLoc function
22956379,How to evaluate a suggestion system with relevant order?
22972544,TicTacToe minimax algorithm. Could use some input
22770487,Heuristic function for Water Jug
22942333,Is an optimal algorithm a complete algorithm?
22979071,MultiLayer Neural Network
22832726,Error on importing .so in python
22935418,solving 4 puzzle with tree
22759335,Tic Tac Toe implements with min - max method with alfa-beta pruning is there any better solution?
22924112,"With the way that AI works, could a game predict the exact results before they happen, assuming there is no human interaction?"
22737943,Java minimax on dots and boxs game
22749341,DO i have to apply activation function on Max value in Max pooling?
22750265,How to make choice between two descendant board arrangements in the 8-puzzle game?
22748752,Cryptarithmetic solution using DFS also GBFS
22821078,What algorithm use for random forests?
22808261,Implementing a context aware dialogue system
22945440,Breadth-First Search Algorithm JAVA 8-puzzle
22839916,Minimax: Should the evaluation function be different in different turns?
22840826,XNA - Steering around walls
22748313,"What is the optimal blind algorithm for the game, 2048?"
22745744,Having a batch program learn
22890927,which tasks can simple perceptron perform?
43862363,ANN Shape for Sale Prediction
43927555,Artificial Intelligence - How to decide the valuation for an auction bid?
43914136,Way to embed fixed length spectograms to tensor with CNN perhaps
43737713,Error in alpha beta prunning algorithm in python
43794541,Apply Speed to Unbeatable AI Paddle for Simple Pong Game
43786129,Forward Chaining on AIML
43711125,Multiple sensors = multiple deep learning models?
43816114,Multi Agent System - Calculate a distance between agents using jade framework
43828444,How to implement/use Artificial immune system(AIS) in python?
43765841,Training a Tensorflow Neural Network on openai observations
43820256,Accounting for 'i' and 'j' dots in OCR python
43907935,"For a mixture of experts model, are the experts trained independently first or trained w.r.t their summed output * gate weights?"
43858131,How to extend sample size from true population
43880116,Deep learning for inferences in sequences
43731467,How to use softmax at output layer of neural network?
43724518,C# Detecting a word in user input textbox
43882661,Sigmoid function and derivative of sigmoid function in ANN
43845390,Reinforcement Learning in Dynamic Environment with large state -action space
43922454,Artificial Neural Network Toplogy
43868197,Best algorithm for threshold identitication
43712141,2D Sprite rotating upside down when coming from right of player C#
43934847,Tic Tak Toe game logic using Artificial Intelligence using JAVA
43927079,Why is this XOR neural network having 2 outputs?
43803985,Python minimax Game tree
43835272,C# Math.Net Matrix dimensions must agree
23235181,Neural Network and Temporal Difference Learning
23034840,import.io crawler does not fill text columns that are filled during training (on the same sites as in the stream)
23189211,A* Algorithm with Manhattan Distance Heuristic
23157277,"2D fighting game AI, trained to mimic the player's playstyle?"
23183667,How to solve a Cryptarithmetic puzzle?
23096790,Forward Chaining First Order Logic (Unification)
23064735,How to generate negative examples in inductive logic programming?
23210101,How how can I make AI only move towards objects that are active in the scene(Unity Engine)
23031657,Difference between heuristic function and evaluation function
23127386,String manipulation - GA
23033411,Which is more efficient to use on a mobile platform SVM or Neural Networks ?
23181443,Unable to create instances with string and numeric attributes WEKA
23180384,Cannot run Hello World Open
23169604,How to implement Kohonen maps (SOMs) with non-scalar input data/attributes
23037176,How to determine the number of weak classifiers in ada boost
23146671,wander & chase AI code not working
23045527,Neural network - different input layers
23164216,Is the training method of a Convolutional Network still known as deep learning?
23054630,Java AI find solution for NxN Puzzle
23077864,Java look at elements in queue
23067804,Scalability of Latent Semantic Analysis in WEKA
23060615,Replace each variable with specific values associated to them
23129754,"""Comparison method violates its general contract"" when I change the method of calculation"
23006935,How to find path using BFS in corners search of Pacman search project
11996987,How to develop an AI script
12030310,How to use principal variation search for checkers game along with negamax?
11886872,Where can I find information about Nuance's new Nina SDK?
12024390,AI - what is included in the state
11940152,Boolean regression or similar algorithm
12019238,Solve n-puzzle in Java
12026856,Dividing string of characters to words and sentences (English only)
11931109,"Python Script (main) + Blender ""face"" animation"
11924229,Artificial neural networks and Markov Processes
12114180,Decision Stumps
12033252,Iterative Deepening A Star (IDA*) to solve n-puzzle (sliding puzzle) in Java
12024888,Multiplicative Filter or more standard Additive Weighting
12123583,Training a weak learner
11967719,What is the worst-case time and space complexity of a uniform-cost search algorithm?
12097155,Weak Classifier
12011699,Latest in (open source) chatbot/fake AI?
11923566,How many possible states does the 8-puzzle have?
11892128,Tutorials For Natural Language Processing
42853231,Gomoku AI: How to find out if a connect is blocked using bit boards?
42882085,Genetic algorithm - shortest path in weighted graph
42802400,wit.ai: how does it identify intent and classifies entities from user expressions
42968386,"How can I train Artificial Intelligence to understand ""laughing"""
42954742,Find Constraint network - arc-consistency
42944350,Error in Inception retraining
43004073,Difference between a simple reflex and a model-based reflex agents in AI
42947128,Machine learning for natural language processing - Custom translation
42865172,Mixed one_hot and float input
42949548,Tensorflow: Gradient Calculation from Input to Output
42897454,How does google DeepDream work?
42891396,Which heuristic is used in A* map finding (shortest time)?
42999961,"""FFMPEG Binary Not Found"" Python"
43006121,looking for activity Recognition algorithm or resource
42883381,What is the best platform or IDE to make a chatbot for my website?
42889093,Java - Incompatible types: Object cannot be converted to type variable (Stacks in DFS)
42908792,Efficiently compute arbitrary neural network output?
42965537,How many individuals to select from population? (Genetic Algorithm)
42940335,Simple Neural Network with backpropagation in Swift
43002051,Why does my simple poker program continue to draw the same cards?
42888779,java.lang.IllegalArgumentException
42887356,Trying to understand this simple TensorFlow code
42840764,C# Tic Tac Toe Minimax algorithm
42889949,"python Ai, can you make lists inside lists that you can access form the outer list?"
42914904,Java pathfinding optimisation with threading
42889495,Making an AI program for a project. Can't get it to recognise the user input
42913263,Monte-Carlo-Tree Search not working
42925383,Algorithm: optimize production schedule with GA
42970902,Improving minimax algorithm for Gomoku AI with transposition table?
42867621,Game Theory with prediction
13758279,I want my dealer to be bit more 'intelligent' when choosing when to draw a card in BlackJack game
13777146,Reversi/Othello evaluation function
13648335,Continuous Attribute - Distribution in Naive Bayes Algorithm
13669414,Selection operator and minimizing the fitness function in Genetic Algorithms
13710713,Creating Node for negamax/minimax for Reversi/Othello game
13580394,can i use the facebook data for my data mining project
13559698,Understanding constraints of Negamax
13770515,Neural Network Input
13609212,Alpha-beta pruning consecutive moves for same player
13726828,Strange occurence in genetic algorithm implementation
13545543,Operant conditioning algorithm?
13773982,How many distinct Boolean function representable by a threshold perceptron?
13568069,"overview of algorithms for AI, navigation, mapping, pathfinding"
13529304,implementation of AND OR graph in artificial intelligence
13585104,Sliding windows in OCR taking lot of time
13731441,DB for chatbot in Python
13772733,how to Slow down AI?
13736175,How to make a function that will test if my tic tac toe AI is perfect?
13652718,Design of Evaluation function for Alpha beta pruning
13644010,How can I adjust parameters for image processing algorithm in an efficient way?
13664861,How can I test if my Tic Tac Toe A.I. is perfect?
13667025,How do I create a test to see if my A.I. is perfect?
13530140,What are ATRANS and PTRANS in AI?
13539396,"Are there any ""Description Logic""-based or FOL-based inference engine java libraries available?"
13712622,Evaluating results of Naive Bayes Multi Class Prediciton
13727016,slow performance ai objective-c iOS
13667097,move for a chess game
13547950,A* search algorithm heuristic function
13691029,How do I make a randomForest model size smaller?
13659815,Ranking Selection in Genetic Algorithm code
13523050,Return bestMove in minimax algorithm for tictactoe
13630114,How to OCR engraved text?
13689765,Weight Initialisation
13663261,Bound the runtime of a computation in haskell
13649646,What kind of algorithm is behind the Akinator game?
13726938,Artificial inteligence in python and pygame for Pong clone
13535838,What should I consider while creating virtual dealer in my blackjack game?
40139156,Are Convolution Kernels Predefined or Does a CNN Define them During Training
40139618,Is It Possible/Practical to Have the Shape and Amount of Convolution Kernels be Dynamic?
40158949,Can Convolution Layers be Assigned Dynamically?
40195085,Graph algorithm goes ordinately and not on the level
40143405,how to fine-tune word2vec when training our CNN for text classification?
40022419,Virtual Assistants knowledge
40159695,Suggestion for Neural Network for Table Tennis Robot
40027883,Backward chaining in artificial intelligence
40052955,libGDX: Implementing AI on a sidescroller
40199970,Good Heuristic for Connect-K AI
40158232,Updating an old system to Q-learning with Neural Networks
40169373,How to rapidly prototype an image recognition application using Machine learning & neural network?
40115282,Q-learning with 2D actions and 2D states
40160907,NullPointerException on PriorityQueue A* algorithm
40147041,"Wit.ai entities not recognized without ""training"""
40192441,Constructor value failed to get the value and assign to variable
40175098,Optimal algorithm to find exit of a maze with no information
40197008,Fix Tic-Tac-Toe Minimax ai
40097624,How do you know when the frontiers find each other?
40060126,minimax with alpha beta pruning and write search tree to disk
40023511,"The accuracy of my algorithm is perfect with small numbers and drop when numbers are larger, but not always"
40073715,Multi-Layer Neural Network - Training Process
40026478,MCTS: Monte Carlo Tree Search in Checkers
40252975,Neural Network for figuring out combinations of variables
40246536,Autoencoder - cost decreases but wrong output when more than one data example
40140093,Error in Prolog Code in Asking questions to user [ Edited]
23936803,scikit-learn Classification of text documents ValueError: X and y have incompatible shapes
23960654,Unity Pong AI movement speed
23842730,"AI projectile targeting, firing a rocket/bullet/etc. so that it intercepts a target"
23860995,How to handle multiple correct outputs in neural networks
